word,V.Mean.Sum,LR_switch,finger_switch,rha,word_length,letter_freq,hand_c,finger_c,rha_c
deathly,1.95,1,5,-1,7,6.610142857,-2.056199305,-0.521364426,0.083357474
destiny,6.73,1,4,-1,7,6.861,-2.056199305,-1.521364426,0.083357474
develop,6.05,1,4,-1,7,6.299428571,-2.056199305,-1.521364426,0.083357474
earthly,5.63,1,5,-1,7,6.857857143,-2.056199305,-0.521364426,0.083357474
evasion,3.36,1,6,-1,7,7.056571429,-2.056199305,0.478635574,0.083357474
faction,5.11,1,6,-1,7,6.207857143,-2.056199305,0.478635574,0.083357474
raccoon,5.85,1,4,-1,7,5.925857143,-2.056199305,-1.521364426,0.083357474
regroup,4.7,1,5,-1,7,5.555,-2.056199305,-0.521364426,0.083357474
scrappy,4,1,5,-1,7,4.156428571,-2.056199305,-0.521364426,0.083357474
seagull,5.27,1,5,-1,7,5.717,-2.056199305,-0.521364426,0.083357474
section,5.05,1,5,-1,7,7.441285714,-2.056199305,-0.521364426,0.083357474
session,5.1,1,5,-1,7,7.557857143,-2.056199305,-0.521364426,0.083357474
stadium,5.53,1,5,-1,7,5.704714286,-2.056199305,-0.521364426,0.083357474
station,5.5,1,6,-1,7,7.689714286,-2.056199305,0.478635574,0.083357474
sternum,4.45,1,4,-1,7,6.569285714,-2.056199305,-1.521364426,0.083357474
version,5.3,1,6,-1,7,6.745142857,-2.056199305,0.478635574,0.083357474
warship,3.52,1,6,-1,7,5.404285714,-2.056199305,0.478635574,0.083357474
acrobat,6,2,6,-5,7,6.165428571,-1.056199305,0.478635574,-3.916642526
adviser,5.68,2,6,-5,7,6.482857143,-1.056199305,0.478635574,-3.916642526
artiste,6.33,2,5,-5,7,8.323,-1.056199305,-0.521364426,-3.916642526
badness,3.55,2,5,-5,7,6.573857143,-1.056199305,-0.521364426,-3.916642526
beanbag,5.88,2,6,-5,7,5.826285714,-1.056199305,0.478635574,-3.916642526
carnage,3.3,2,6,-5,7,6.652714286,-1.056199305,0.478635574,-3.916642526
declare,5.42,2,4,-5,7,7.231142857,-1.056199305,-1.521364426,-3.916642526
decoder,6.21,2,3,-5,7,7.169428571,-1.056199305,-2.521364426,-3.916642526
deflect,5.1,2,4,-5,7,6.821142857,-1.056199305,-1.521364426,-3.916642526
deviate,5.1,2,5,-5,7,7.832,-1.056199305,-0.521364426,-3.916642526
devoted,7.16,2,4,-5,7,7.350142857,-1.056199305,-1.521364426,-3.916642526
earnest,5.9,2,6,-5,7,8.812857143,-1.056199305,0.478635574,-3.916642526
egghead,4.47,2,5,-5,7,6.849714286,-1.056199305,-0.521364426,-3.916642526
excited,8.11,2,5,-5,7,6.944428571,-1.056199305,-0.521364426,-3.916642526
fathead,3.47,2,6,-5,7,7.238142857,-1.056199305,0.478635574,-3.916642526
grenade,3.51,2,4,-5,7,7.510714286,-1.056199305,-1.521364426,-3.916642526
radiate,6.9,2,6,-5,7,7.899714286,-1.056199305,0.478635574,-3.916642526
recover,6.4,2,5,-5,7,6.949285714,-1.056199305,-0.521364426,-3.916642526
redhead,6.71,2,5,-5,7,7.736857143,-1.056199305,-0.521364426,-3.916642526
reflect,6.1,2,5,-5,7,7.068857143,-1.056199305,-0.521364426,-3.916642526
refugee,4.68,2,5,-5,7,7.299142857,-1.056199305,-0.521364426,-3.916642526
request,5.85,2,6,-5,7,7.089571429,-1.056199305,0.478635574,-3.916642526
respect,6.79,2,5,-5,7,7.355,-1.056199305,-0.521364426,-3.916642526
sadness,2.4,2,5,-5,7,7.264571429,-1.056199305,-0.521364426,-3.916642526
scented,6.42,2,4,-5,7,7.795857143,-1.056199305,-1.521364426,-3.916642526
scepter,5.1,2,5,-5,7,7.355,-1.056199305,-0.521364426,-3.916642526
seducer,3.84,2,4,-5,7,6.787285714,-1.056199305,-1.521364426,-3.916642526
taxicab,5,2,6,-5,7,5.254285714,-1.056199305,0.478635574,-3.916642526
teenage,5.8,2,5,-5,7,9.156142857,-1.056199305,-0.521364426,-3.916642526
trapeze,5.57,2,5,-5,7,7.231,-1.056199305,-0.521364426,-3.916642526
warhead,3.45,2,6,-5,7,6.818571429,-1.056199305,0.478635574,-3.916642526
african,6.42,3,5,-3,7,5.863714286,-0.056199305,-0.521364426,-1.916642526
archery,5.25,3,6,-3,7,6.241857143,-0.056199305,0.478635574,-1.916642526
arrival,6.67,3,5,-3,7,5.753857143,-0.056199305,-0.521364426,-1.916642526
barkeep,5.7,3,5,-3,7,6.250142857,-0.056199305,-0.521364426,-1.916642526
carjack,2.32,3,6,-3,7,4.115714286,-0.056199305,0.478635574,-1.916642526
radical,4.36,3,6,-3,7,5.763857143,-0.056199305,0.478635574,-1.916642526
rebirth,6.3,3,5,-3,7,6.897714286,-0.056199305,-0.521364426,-1.916642526
recheck,4.95,3,4,-3,7,6.260142857,-0.056199305,-1.521364426,-1.916642526
recital,4.7,3,5,-3,7,7.097857143,-0.056199305,-0.521364426,-1.916642526
redneck,4.4,3,4,-3,7,6.563857143,-0.056199305,-1.521364426,-1.916642526
reentry,4.67,3,4,-3,7,7.879571429,-0.056199305,-1.521364426,-1.916642526
refusal,2.95,3,6,-3,7,6.027714286,-0.056199305,0.478635574,-1.916642526
revival,6.38,3,6,-3,7,5.686142857,-0.056199305,0.478635574,-1.916642526
satisfy,7.09,3,6,-3,7,5.863571429,-0.056199305,0.478635574,-1.916642526
scandal,3.63,3,6,-3,7,5.781428571,-0.056199305,0.478635574,-1.916642526
scenery,6.18,3,5,-3,7,7.031857143,-0.056199305,-0.521364426,-1.916642526
scruffy,4.42,3,5,-3,7,3.469142857,-0.056199305,-0.521364426,-1.916642526
standby,4.68,3,6,-3,7,5.431142857,-0.056199305,0.478635574,-1.916642526
strudel,6.11,3,4,-3,7,6.444,-0.056199305,-1.521364426,-1.916642526
variety,6.41,3,6,-3,7,6.547142857,-0.056199305,0.478635574,-1.916642526
warpath,3.5,3,6,-3,7,5.965714286,-0.056199305,0.478635574,-1.916642526
weekday,4.62,3,5,-3,7,6.132857143,-0.056199305,-0.521364426,-1.916642526
adamant,5.45,4,6,-3,7,6.709285714,0.943800695,0.478635574,-1.916642526
advisor,4.74,4,6,-3,7,5.740714286,0.943800695,0.478635574,-1.916642526
archaic,4.5,4,6,-3,7,5.849285714,0.943800695,0.478635574,-1.916642526
article,5.68,4,5,-3,7,7.097857143,0.943800695,-0.521364426,-1.916642526
babysit,4.74,4,6,-3,7,5.067714286,0.943800695,0.478635574,-1.916642526
barmaid,4.85,4,6,-3,7,5.348285714,0.943800695,0.478635574,-1.916642526
bathtub,6.26,4,6,-3,7,5.445,0.943800695,0.478635574,-1.916642526
defiant,4.12,4,5,-3,7,7.160142857,0.943800695,-0.521364426,-1.916642526
deficit,2.95,4,5,-3,7,6.421857143,0.943800695,-0.521364426,-1.916642526
despair,3.61,4,5,-3,7,6.618714286,0.943800695,-0.521364426,-1.916642526
deviant,3.35,4,5,-3,7,6.981571429,0.943800695,-0.521364426,-1.916642526
draught,3.9,4,6,-3,7,5.475714286,0.943800695,0.478635574,-1.916642526
fatigue,3.64,4,6,-3,7,6.270285714,0.943800695,0.478635574,-1.916642526
frantic,3.79,4,5,-3,7,5.990714286,0.943800695,-0.521364426,-1.916642526
fraught,2.94,4,5,-3,7,5.186428571,0.943800695,-0.521364426,-1.916642526
freight,4.21,4,5,-3,7,6.435428571,0.943800695,-0.521364426,-1.916642526
garment,5.57,4,6,-3,7,6.726,0.943800695,0.478635574,-1.916642526
grandma,7.5,4,5,-3,7,5.392,0.943800695,-0.521364426,-1.916642526
grandpa,7.43,4,5,-3,7,5.323857143,0.943800695,-0.521364426,-1.916642526
radiant,7.29,4,6,-3,7,7.049285714,0.943800695,0.478635574,-1.916642526
realtor,4.42,4,6,-3,7,7.633,0.943800695,0.478635574,-1.916642526
recycle,6.14,4,5,-3,7,6.136285714,0.943800695,-0.521364426,-1.916642526
residue,3.95,4,6,-3,7,7.385,0.943800695,0.478635574,-1.916642526
revisit,5.81,4,6,-3,7,6.997428571,0.943800695,0.478635574,-1.916642526
segment,4.63,4,6,-3,7,7.422428571,0.943800695,0.478635574,-1.916642526
serpent,3.45,4,6,-3,7,7.921714286,0.943800695,0.478635574,-1.916642526
traitor,2.39,4,5,-3,7,7.532285714,0.943800695,-0.521364426,-1.916642526
transit,4.52,4,5,-3,7,7.472571429,0.943800695,-0.521364426,-1.916642526
tremble,3.18,4,5,-3,7,6.91,0.943800695,-0.521364426,-1.916642526
weekend,7.17,4,5,-3,7,7.462857143,0.943800695,-0.521364426,-1.916642526
abandon,2.84,3,6,-1,7,6.154857143,-0.056199305,0.478635574,0.083357474
acclaim,6.1,3,5,-1,7,5.042142857,-0.056199305,-0.521364426,0.083357474
bashful,5.55,3,6,-1,7,4.441571429,-0.056199305,0.478635574,0.083357474
decorum,5.5,3,3,-1,7,5.485,-0.056199305,-2.521364426,0.083357474
reclaim,5.55,3,5,-1,7,6.147857143,-0.056199305,-0.521364426,0.083357474
scrotum,4.8,3,5,-1,7,5.260428571,-0.056199305,-0.521364426,0.083357474
standup,6,3,6,-1,7,5.605571429,-0.056199305,0.478635574,0.083357474
stepson,4.81,3,6,-1,7,7.228142857,-0.056199305,0.478635574,0.083357474
wealthy,6.37,3,5,-1,7,6.339714286,-0.056199305,-0.521364426,0.083357474
absolve,4.58,2,5,-3,7,5.885428571,-1.056199305,-0.521364426,-1.916642526
acquire,5.5,2,6,-3,7,5.636714286,-1.056199305,0.478635574,-1.916642526
archive,4.81,2,6,-3,7,6.239428571,-1.056199305,0.478635574,-1.916642526
beehive,4.26,2,5,-3,7,7.662285714,-1.056199305,-0.521364426,-1.916642526
cabinet,5.1,2,6,-3,7,6.844857143,-1.056199305,0.478635574,-1.916642526
caboose,5.94,2,5,-3,7,6.640571429,-1.056199305,-0.521364426,-1.916642526
cashier,5.1,2,6,-3,7,7.003571429,-1.056199305,0.478635574,-1.916642526
despise,3.08,2,5,-3,7,7.315142857,-1.056199305,-0.521364426,-1.916642526
deviled,3.37,2,4,-3,7,6.554142857,-1.056199305,-1.521364426,-1.916642526
esquire,5.67,2,6,-3,7,6.791,-1.056199305,0.478635574,-1.916642526
exclude,3.55,2,5,-3,7,5.624571429,-1.056199305,-0.521364426,-1.916642526
extinct,2.74,2,6,-3,7,6.780142857,-1.056199305,0.478635574,-1.916642526
grammar,6.25,2,4,-3,7,5.019285714,-1.056199305,-1.521364426,-1.916642526
granite,5.05,2,5,-3,7,7.377428571,-1.056199305,-0.521364426,-1.916642526
rawhide,4.8,2,5,-3,7,6.647,-1.056199305,-0.521364426,-1.916642526
realist,5.53,2,6,-3,7,7.604285714,-1.056199305,0.478635574,-1.916642526
realize,6.44,2,6,-3,7,7.231857143,-1.056199305,0.478635574,-1.916642526
recluse,3.71,2,5,-3,7,6.754714286,-1.056199305,-0.521364426,-1.916642526
refined,6.11,2,5,-3,7,7.369571429,-1.056199305,-0.521364426,-1.916642526
regular,6.09,2,6,-3,7,5.948714286,-1.056199305,0.478635574,-1.916642526
require,4.74,2,6,-3,7,6.742428571,-1.056199305,0.478635574,-1.916642526
reroute,3.78,2,6,-3,7,8.099857143,-1.056199305,0.478635574,-1.916642526
resolve,5.85,2,5,-3,7,7.175428571,-1.056199305,-0.521364426,-1.916642526
respite,5.76,2,6,-3,7,7.952714286,-1.056199305,0.478635574,-1.916642526
revolve,6.37,2,5,-3,7,6.411285714,-1.056199305,-0.521364426,-1.916642526
savings,7.67,2,6,-3,7,5.361285714,-1.056199305,0.478635574,-1.916642526
scanner,5.57,2,5,-3,7,7.066142857,-1.056199305,-0.521364426,-1.916642526
secular,4.81,2,5,-3,7,6.106857143,-1.056199305,-0.521364426,-1.916642526
stalker,2.55,2,6,-3,7,6.719428571,-1.056199305,0.478635574,-1.916642526
stapler,5.25,2,6,-3,7,6.884714286,-1.056199305,0.478635574,-1.916642526
stellar,5.95,2,5,-3,7,7.184142857,-1.056199305,-0.521364426,-1.916642526
striker,3.73,2,4,-3,7,6.828142857,-1.056199305,-1.521364426,-1.916642526
strings,5.28,2,5,-3,7,6.203857143,-1.056199305,-0.521364426,-1.916642526
striped,4.81,2,4,-3,7,6.745714286,-1.056199305,-1.521364426,-1.916642526
termite,3.08,2,6,-3,7,8.410714286,-1.056199305,0.478635574,-1.916642526
trailer,4.44,2,5,-3,7,7.555714286,-1.056199305,-0.521364426,-1.916642526
trainee,5.45,2,4,-3,7,8.904142857,-1.056199305,-1.521364426,-1.916642526
trainer,5.16,2,5,-3,7,7.944857143,-1.056199305,-0.521364426,-1.916642526
trapper,4.47,2,4,-3,7,6.536714286,-1.056199305,-1.521364426,-1.916642526
warlord,2.95,2,5,-3,7,5.469428571,-1.056199305,-0.521364426,-1.916642526
wrapper,4.79,2,5,-3,7,5.580142857,-1.056199305,-0.521364426,-1.916642526
abdomen,5.43,3,6,-1,7,6.182285714,-0.056199305,0.478635574,0.083357474
cranial,5.37,3,6,-1,7,6.120428571,-0.056199305,0.478635574,0.083357474
decimal,4.68,3,4,-1,7,5.900142857,-0.056199305,-1.521364426,0.083357474
faculty,5.63,3,6,-1,7,4.427142857,-0.056199305,0.478635574,0.083357474
garnish,5.85,3,6,-1,7,6.043571429,-0.056199305,0.478635574,0.083357474
realism,6.24,3,6,-1,7,6.654285714,-0.056199305,0.478635574,0.083357474
reality,5.73,3,6,-1,7,6.982428571,-0.056199305,0.478635574,0.083357474
regimen,5.32,3,6,-1,7,7.075285714,-0.056199305,0.478635574,0.083357474
retinal,4.32,3,6,-1,7,7.664571429,-0.056199305,0.478635574,0.083357474
scalpel,3.95,3,6,-1,7,5.708142857,-0.056199305,0.478635574,0.083357474
stringy,4.05,3,5,-1,7,5.582,-0.056199305,-0.521364426,0.083357474
vaginal,5.67,3,6,-1,7,5.295285714,-0.056199305,0.478635574,0.083357474
varnish,4.89,3,6,-1,7,5.895428571,-0.056199305,0.478635574,0.083357474
warlock,3.9,3,5,-1,7,4.514285714,-0.056199305,-0.521364426,0.083357474
wedlock,5.74,3,4,-1,7,4.914428571,-0.056199305,-1.521364426,0.083357474
abalone,5.3,2,5,-1,7,6.972714286,-1.056199305,-0.521364426,0.083357474
account,5.39,2,4,-1,7,5.685857143,-1.056199305,-1.521364426,0.083357474
acrylic,5.52,2,6,-1,7,4.669,-1.056199305,0.478635574,0.083357474
asshole,2.11,2,4,-1,7,7.307,-1.056199305,-1.521364426,0.083357474
astound,6.3,2,5,-1,7,6.402428571,-1.056199305,-0.521364426,0.083357474
bathing,6.14,2,6,-1,7,5.791285714,-1.056199305,0.478635574,0.083357474
bazooka,5.37,2,4,-1,7,4.812285714,-1.056199305,-1.521364426,0.083357474
darling,7.32,2,6,-1,7,5.451714286,-1.056199305,0.478635574,0.083357474
dashing,6.62,2,6,-1,7,5.795857143,-1.056199305,0.478635574,0.083357474
decline,3.19,2,4,-1,7,7.168428571,-1.056199305,-1.521364426,0.083357474
devious,3.57,2,5,-1,7,5.927285714,-1.056199305,-0.521364426,0.083357474
evening,7.09,2,6,-1,7,6.980142857,-1.056199305,0.478635574,0.083357474
examine,5.61,2,6,-1,7,7.120285714,-1.056199305,0.478635574,0.083357474
example,4.9,2,6,-1,7,6.011571429,-1.056199305,0.478635574,0.083357474
farming,5.47,2,6,-1,7,4.931142857,-1.056199305,0.478635574,0.083357474
feeling,6.5,2,5,-1,7,6.769571429,-1.056199305,-0.521364426,0.083357474
granola,6.05,2,4,-1,7,6.088142857,-1.056199305,-1.521364426,0.083357474
graphic,5.1,2,5,-1,7,4.848571429,-1.056199305,-0.521364426,0.083357474
rebound,5.09,2,5,-1,7,5.921142857,-1.056199305,-0.521364426,0.083357474
rebuild,6.38,2,6,-1,7,5.454714286,-1.056199305,0.478635574,0.083357474
recount,4.89,2,4,-1,7,6.791571429,-1.056199305,-1.521364426,0.083357474
respond,5.71,2,6,-1,7,6.493428571,-1.056199305,0.478635574,0.083357474
serious,5.88,2,6,-1,7,6.939142857,-1.056199305,0.478635574,0.083357474
stamina,6.55,2,6,-1,7,6.834,-1.056199305,0.478635574,0.083357474
swallow,5.57,2,3,-1,7,4.967285714,-1.056199305,-2.521364426,0.083357474
tabloid,4.84,2,5,-1,7,5.923714286,-1.056199305,-0.521364426,0.083357474
tadpole,6,2,5,-1,7,6.805571429,-1.056199305,-0.521364426,0.083357474
tedious,3.62,2,5,-1,7,7.081285714,-1.056199305,-0.521364426,0.083357474
teeming,4.83,2,5,-1,7,7.513714286,-1.056199305,-0.521364426,0.083357474
tequila,6.27,2,6,-1,7,6.252714286,-1.056199305,0.478635574,0.083357474
trample,3.73,2,5,-1,7,6.324571429,-1.056199305,-0.521364426,0.083357474
various,5.52,2,6,-1,7,5.527142857,-1.056199305,0.478635574,0.083357474
varmint,3.65,2,6,-1,7,5.758428571,-1.056199305,0.478635574,0.083357474
varying,5.35,2,6,-1,7,4.690857143,-1.056199305,0.478635574,0.083357474
warning,3.48,2,6,-1,7,5.570428571,-1.056199305,0.478635574,0.083357474
washout,3.7,2,6,-1,7,6.038428571,-1.056199305,0.478635574,0.083357474
agitate,3.36,2,6,-5,7,8.018428571,-1.056199305,0.478635574,-3.916642526
awkward,2.95,2,6,-5,7,4.580857143,-1.056199305,0.478635574,-3.916642526
bandage,3.63,2,6,-5,7,6.220714286,-1.056199305,0.478635574,-3.916642526
belated,4.21,2,5,-5,7,7.485285714,-1.056199305,-0.521364426,-3.916642526
brigade,4.43,2,4,-5,7,5.940285714,-1.056199305,-1.521364426,-3.916642526
canvass,5.4,2,5,-5,7,5.642428571,-1.056199305,-0.521364426,-3.916642526
critter,5.4,2,5,-5,7,7.505142857,-1.056199305,-0.521364426,-3.916642526
crowbar,4.81,2,6,-5,7,4.897428571,-1.056199305,0.478635574,-3.916642526
crowded,3.2,2,4,-5,7,5.692,-1.056199305,-1.521364426,-3.916642526
crusade,4.24,2,5,-5,7,6.139428571,-1.056199305,-0.521364426,-3.916642526
daycare,5.35,2,6,-5,7,6.290285714,-1.056199305,0.478635574,-3.916642526
depress,2.47,2,4,-5,7,7.175285714,-1.056199305,-1.521364426,-3.916642526
drifter,4.95,2,5,-5,7,6.739857143,-1.056199305,-0.521364426,-3.916642526
educate,7.48,2,5,-5,7,7.488571429,-1.056199305,-0.521364426,-3.916642526
express,5.53,2,5,-5,7,6.589142857,-1.056199305,-0.521364426,-3.916642526
fanfare,5.3,2,6,-5,7,6.604,-1.056199305,0.478635574,-3.916642526
frisbee,6.35,2,4,-5,7,6.914857143,-1.056199305,-1.521364426,-3.916642526
frosted,6.6,2,4,-5,7,6.865714286,-1.056199305,-1.521364426,-3.916642526
relaxed,7.25,2,5,-5,7,6.855142857,-1.056199305,-0.521364426,-3.916642526
release,6.64,2,6,-5,7,8.944571429,-1.056199305,0.478635574,-3.916642526
salvage,5.16,2,6,-5,7,6.054428571,-1.056199305,0.478635574,-3.916642526
sausage,6.32,2,6,-5,7,6.637571429,-1.056199305,0.478635574,-3.916642526
seltzer,4.33,2,6,-5,7,7.267571429,-1.056199305,0.478635574,-3.916642526
squeeze,4.85,2,5,-5,7,6.765714286,-1.056199305,-0.521364426,-3.916642526
storage,4.95,2,6,-5,7,7.394428571,-1.056199305,0.478635574,-3.916642526
stutter,2.95,2,5,-5,7,7.848857143,-1.056199305,-0.521364426,-3.916642526
trigger,4.85,2,4,-5,7,6.389714286,-1.056199305,-1.521364426,-3.916642526
trustee,5.84,2,4,-5,7,8.369714286,-1.056199305,-1.521364426,-3.916642526
twister,4.25,2,6,-5,7,7.493428571,-1.056199305,0.478635574,-3.916642526
vantage,5.95,2,6,-5,7,6.833428571,-1.056199305,0.478635574,-3.916642526
wayward,5.9,2,6,-5,7,4.752571429,-1.056199305,0.478635574,-3.916642526
welfare,3.58,2,6,-5,7,6.881571429,-1.056199305,0.478635574,-3.916642526
ashtray,3.52,3,5,-3,7,6.538857143,-0.056199305,-0.521364426,-1.916642526
avocado,6.32,3,6,-3,7,5.623,-0.056199305,0.478635574,-1.916642526
bribery,3.59,3,5,-3,7,5.228571429,-0.056199305,-0.521364426,-1.916642526
broaden,6.39,3,4,-3,7,6.693857143,-0.056199305,-1.521364426,-1.916642526
canteen,5.05,3,5,-3,7,8.415285714,-0.056199305,-0.521364426,-1.916642526
central,5.33,3,4,-3,7,7.066857143,-0.056199305,-1.521364426,-1.916642526
crybaby,2.95,3,6,-3,7,3.409714286,-0.056199305,0.478635574,-1.916642526
crystal,6.75,3,6,-3,7,5.474,-0.056199305,0.478635574,-1.916642526
fairway,4.81,3,6,-3,7,5.121285714,-0.056199305,0.478635574,-1.916642526
falafel,5.52,3,6,-3,7,5.934571429,-0.056199305,0.478635574,-1.916642526
fantasy,7.15,3,6,-3,7,6.095428571,-0.056199305,0.478635574,-1.916642526
gangway,4.5,3,6,-3,7,4.492428571,-0.056199305,0.478635574,-1.916642526
general,5.32,3,6,-3,7,7.478142857,-0.056199305,0.478635574,-1.916642526
genteel,5.09,3,5,-3,7,8.564428571,-0.056199305,-0.521364426,-1.916642526
grocery,6.62,3,4,-3,7,5.564857143,-0.056199305,-1.521364426,-1.916642526
remarry,5.52,3,5,-3,7,6.172857143,-0.056199305,-0.521364426,-1.916642526
rematch,5.95,3,6,-3,7,6.742,-0.056199305,0.478635574,-1.916642526
renewal,5.86,3,6,-3,7,7.527428571,-0.056199305,0.478635574,-1.916642526
aquatic,6.8,4,5,-3,7,5.427285714,0.943800695,-0.521364426,-1.916642526
aviator,6.39,4,6,-3,7,6.689714286,0.943800695,0.478635574,-1.916642526
benefit,6.87,4,6,-3,7,7.413571429,0.943800695,0.478635574,-1.916642526
benzene,4.53,4,6,-3,7,7.595714286,0.943800695,0.478635574,-1.916642526
brittle,3.86,4,4,-3,7,7.040571429,0.943800695,-1.521364426,-1.916642526
capable,7.05,4,6,-3,7,5.609142857,0.943800695,0.478635574,-1.916642526
dribble,4.68,4,5,-3,7,5.273857143,0.943800695,-0.521364426,-1.916642526
drizzle,5.18,4,5,-3,7,4.868714286,0.943800695,-0.521364426,-1.916642526
equator,5.42,4,6,-3,7,6.610285714,0.943800695,0.478635574,-1.916642526
evident,5.1,4,5,-3,7,7.629428571,0.943800695,-0.521364426,-1.916642526
fanatic,4.67,4,6,-3,7,6.302142857,0.943800695,0.478635574,-1.916642526
generic,4.5,4,6,-3,7,7.129,0.943800695,0.478635574,-1.916642526
genetic,4.79,4,6,-3,7,7.567428571,0.943800695,0.478635574,-1.916642526
sandbox,5.75,4,6,-3,7,4.949285714,0.943800695,0.478635574,-1.916642526
scuffle,3.78,4,5,-3,7,4.721428571,0.943800695,-0.521364426,-1.916642526
scuttle,4.5,4,5,-3,7,6.672285714,0.943800695,-0.521364426,-1.916642526
senator,4.32,4,6,-3,7,8.070714286,0.943800695,0.478635574,-1.916642526
Senator,4.47,4,6,-3,7,8.070714286,0.943800695,0.478635574,-1.916642526
student,6.41,4,5,-3,7,7.271571429,0.943800695,-0.521364426,-1.916642526
trident,5.37,4,4,-3,7,7.824142857,0.943800695,-1.521364426,-1.916642526
truffle,6.71,4,4,-3,7,5.569142857,0.943800695,-1.521364426,-1.916642526
wriggle,5.43,4,5,-3,7,5.152857143,0.943800695,-0.521364426,-1.916642526
captain,5.71,3,6,-1,7,6.259428571,-0.056199305,0.478635574,0.083357474
gelatin,4.35,3,6,-1,7,7.097142857,-0.056199305,0.478635574,0.083357474
grizzly,4.45,3,4,-1,7,3.016428571,-0.056199305,-1.521364426,0.083357474
sanctum,5.09,3,5,-1,7,5.463571429,-0.056199305,-0.521364426,0.083357474
squeaky,4.63,3,6,-1,7,4.685,-0.056199305,0.478635574,0.083357474
tantrum,3.15,3,4,-1,7,6.311285714,-0.056199305,-1.521364426,0.083357474
twitchy,3.75,3,5,-1,7,5.469714286,-0.056199305,-0.521364426,0.083357474
abusive,2.05,4,6,-3,7,5.627142857,0.943800695,0.478635574,-1.916642526
ashamed,2.52,4,5,-3,7,6.873714286,0.943800695,-0.521364426,-1.916642526
atheist,4.64,4,6,-3,7,8.338285714,0.943800695,0.478635574,-1.916642526
balance,6.84,4,5,-3,7,6.297714286,0.943800695,-0.521364426,-1.916642526
banquet,6.11,4,6,-3,7,5.859857143,0.943800695,0.478635574,-1.916642526
banshee,3.58,4,5,-3,7,7.747571429,0.943800695,-0.521364426,-1.916642526
baptize,5.59,4,6,-3,7,5.769428571,0.943800695,0.478635574,-1.916642526
brisket,5.6,4,5,-3,7,6.186,0.943800695,-0.521364426,-1.916642526
brother,6.18,4,5,-3,7,6.975,0.943800695,-0.521364426,-1.916642526
captive,3.27,4,6,-3,7,6.082857143,0.943800695,0.478635574,-1.916642526
capture,5.05,4,6,-3,7,6.197285714,0.943800695,0.478635574,-1.916642526
cricket,5.71,4,6,-3,7,5.863857143,0.943800695,0.478635574,-1.916642526
croquet,5.63,4,6,-3,7,5.841,0.943800695,0.478635574,-1.916642526
crushed,2.87,4,5,-3,7,5.843285714,0.943800695,-0.521364426,-1.916642526
crusher,4.8,4,6,-3,7,6.091,0.943800695,0.478635574,-1.916642526
delayed,3.05,4,4,-3,7,6.868,0.943800695,-1.521364426,-1.916642526
dentist,3.84,4,5,-3,7,7.872714286,0.943800695,-0.521364426,-1.916642526
deprive,3.37,4,5,-3,7,6.502428571,0.943800695,-0.521364426,-1.916642526
edifice,5,4,4,-3,7,6.942714286,0.943800695,-1.521364426,-1.916642526
erotica,6.1,4,6,-3,7,7.595285714,0.943800695,0.478635574,-1.916642526
exhaust,4,4,6,-3,7,6.464857143,0.943800695,0.478635574,-1.916642526
expense,3.9,4,6,-3,7,7.608714286,0.943800695,0.478635574,-1.916642526
gambler,4.15,4,6,-3,7,5.256285714,0.943800695,0.478635574,-1.916642526
rancher,5.95,4,6,-3,7,6.924,0.943800695,0.478635574,-1.916642526
rapture,5.3,4,6,-3,7,6.655142857,0.943800695,0.478635574,-1.916642526
relapse,2.91,4,6,-3,7,7.405571429,0.943800695,0.478635574,-1.916642526
science,6.32,4,5,-3,7,7.287142857,0.943800695,-0.521364426,-1.916642526
seizure,3.05,4,6,-3,7,6.788,0.943800695,0.478635574,-1.916642526
sticker,5.57,4,6,-3,7,6.370285714,0.943800695,0.478635574,-1.916642526
takeoff,5.5,4,5,-3,7,6.094285714,0.943800695,-0.521364426,-1.916642526
tribute,6.44,4,5,-3,7,6.859571429,0.943800695,-0.521364426,-1.916642526
trucker,4.62,4,5,-3,7,5.720571429,0.943800695,-0.521364426,-1.916642526
valance,5.05,4,5,-3,7,6.224285714,0.943800695,-0.521364426,-1.916642526
venture,5.33,4,6,-3,7,7.276,0.943800695,0.478635574,-1.916642526
abysmal,3.45,5,6,-1,7,4.651142857,1.943800695,0.478635574,0.083357474
baptism,6.62,5,6,-1,7,5.191857143,1.943800695,0.478635574,0.083357474
brothel,4.63,5,5,-1,7,6.694714286,1.943800695,-0.521364426,0.083357474
brutish,3,5,5,-1,7,5.525714286,1.943800695,-0.521364426,0.083357474
century,5.36,5,5,-1,7,6.001142857,1.943800695,-0.521364426,0.083357474
crucial,5.16,5,6,-1,7,4.781,1.943800695,0.478635574,0.083357474
crucify,2.26,5,6,-1,7,3.639571429,1.943800695,0.478635574,0.083357474
cruelty,2.37,5,6,-1,7,5.612,1.943800695,0.478635574,0.083357474
density,5.15,5,5,-1,7,6.861,1.943800695,-0.521364426,0.083357474
sandman,4.9,5,6,-1,7,6.116857143,1.943800695,0.478635574,0.083357474
selfish,3.3,5,6,-1,7,6.381285714,1.943800695,0.478635574,0.083357474
sensory,6.15,5,6,-1,7,6.796142857,1.943800695,0.478635574,0.083357474
sensual,7.4,5,6,-1,7,6.722142857,1.943800695,0.478635574,0.083357474
trivial,4.11,5,5,-1,7,6.020714286,1.943800695,-0.521364426,0.083357474
