word,happiness_average,LR_switch,finger_switch,rha,word_length,letter_freq,hand_c,finger_c,rha_c
grant,6.34,2,3,-3,5,6.3948,-0.515839387,-1.620762712,-1.873890234
granted,6.14,2,4,-5,7,6.989857143,-0.515839387,-0.620762712,-3.873890234
grants,6.7,2,4,-4,6,6.3835,-0.515839387,-0.620762712,-2.873890234
graphic,5.52,2,5,-1,7,4.848571429,-0.515839387,0.379237288,0.126109766
graphics,6.44,2,6,-2,8,5.033375,-0.515839387,1.379237288,-0.873890234
grasp,5.68,1,3,-3,5,4.885,-1.515839387,-1.620762712,-1.873890234
grass,6.46,0,2,-5,5,5.7646,-2.515839387,-2.620762712,-3.873890234
grateful,7.36,1,6,-4,8,5.86725,-1.515839387,1.379237288,-2.873890234
grave,2.56,0,3,-5,5,5.9698,-2.515839387,-1.620762712,-3.873890234
graves,3.08,0,4,-6,6,6.029333333,-2.515839387,-0.620762712,-4.873890234
graveside,2.38,2,6,-7,9,6.677444444,-0.515839387,1.379237288,-5.873890234
gravity,5.84,3,5,-3,7,5.020428571,0.484160613,0.379237288,-1.873890234
gravy,6.36,1,3,-3,5,3.8242,-1.515839387,-1.620762712,-1.873890234
gray,4.62,1,2,-2,4,4.53575,-1.515839387,-2.620762712,-0.873890234
grease,4.36,0,4,-6,6,7.983333333,-2.515839387,-0.620762712,-4.873890234
great,7.88,0,3,-5,5,7.5854,-2.515839387,-1.620762712,-3.873890234
greater,6.68,0,5,-7,7,8.088,-2.515839387,0.379237288,-5.873890234
greatest,7.26,0,6,-8,8,8.2515,-2.515839387,1.379237288,-6.873890234
greatly,6.86,1,5,-3,7,6.275142857,-1.515839387,0.379237288,-1.873890234
greece,5.76,0,1,-6,6,8.148333333,-2.515839387,-3.620762712,-4.873890234
greed,3.06,0,1,-5,5,7.5318,-2.515839387,-3.620762712,-3.873890234
greedy,3.04,1,2,-4,6,6.6055,-1.515839387,-2.620762712,-2.873890234
greek,6.08,1,2,-3,5,6.8356,-1.515839387,-2.620762712,-1.873890234
greeks,6.39,2,3,-4,6,6.750833333,-0.515839387,-1.620762712,-2.873890234
green,6.78,1,2,-3,5,8.031,-1.515839387,-2.620762712,-1.873890234
greenberg,5.14,2,5,-7,9,6.927888889,-0.515839387,0.379237288,-5.873890234
greene,5.36,2,3,-4,6,8.8095,-0.515839387,-1.620762712,-2.873890234
greenwich,5.68,5,6,-3,9,6.484111111,2.484160613,1.379237288,-1.873890234
greet,6.66,0,2,-5,5,8.4924,-2.515839387,-2.620762712,-3.873890234
greg,5.16,0,2,-4,4,5.67975,-2.515839387,-2.620762712,-2.873890234
gregory,5.32,3,5,-3,7,5.455285714,0.484160613,0.379237288,-1.873890234
grew,5.9,0,2,-4,4,5.766,-2.515839387,-2.620762712,-2.873890234
grey,4.56,1,2,-2,4,5.6695,-1.515839387,-2.620762712,-0.873890234
grief,2.33,2,3,-3,5,5.9796,-0.515839387,-1.620762712,-1.873890234
grill,6.24,1,2,1,5,4.6036,-1.515839387,-2.620762712,2.126109766
grin,6.69,1,2,0,4,5.42925,-1.515839387,-2.620762712,1.126109766
grind,4.22,2,3,-1,5,5.194,-0.515839387,-1.620762712,0.126109766
grip,5.47,1,2,0,4,4.22425,-1.515839387,-2.620762712,1.126109766
gripe,3.84,2,3,-1,5,5.9198,-0.515839387,-1.620762712,0.126109766
grocery,6.16,3,4,-3,7,5.564857143,0.484160613,-0.620762712,-1.873890234
groove,6.04,2,3,-2,6,6.116,-0.515839387,-1.620762712,-0.873890234
groovy,6.54,3,3,0,6,4.328,0.484160613,-1.620762712,1.126109766
gross,3.72,2,2,-3,5,5.6326,-0.515839387,-2.620762712,-1.873890234
ground,5.26,2,3,0,6,4.878166667,-0.515839387,-1.620762712,1.126109766
grounds,5.68,2,4,-1,7,5.085142857,-0.515839387,-0.620762712,0.126109766
group,5.92,1,3,1,5,4.0392,-1.515839387,-1.620762712,2.126109766
groups,5.66,2,4,0,6,4.4205,-0.515839387,-0.620762712,1.126109766
grove,5.8,2,3,-3,5,5.8378,-0.515839387,-1.620762712,-1.873890234
grow,6.68,2,2,-2,4,4.46725,-0.515839387,-2.620762712,-0.873890234
growing,6.52,4,5,-1,7,4.799857143,1.484160613,0.379237288,0.126109766
grown,6.08,3,3,-1,5,4.9236,0.484160613,-1.620762712,0.126109766
grows,6.49,2,2,-3,5,4.8392,-0.515839387,-2.620762712,-1.873890234
growth,6.6,3,4,-2,6,5.503166667,0.484160613,-0.620762712,-0.873890234
grr,4.18,0,0,-3,3,4.663,-2.515839387,-4.620762712,-1.873890234
grrr,4.2,0,0,-4,4,4.994,-2.515839387,-4.620762712,-2.873890234
gt,4.9,0,0,-2,2,5.5355,-2.515839387,-4.620762712,-0.873890234
gtgt,4.58,0,0,-4,4,5.5355,-2.515839387,-4.620762712,-2.873890234
guarantee,6.86,4,7,-5,9,7.589222222,1.484160613,2.379237288,-3.873890234
guaranteed,6.78,4,7,-6,10,7.2556,1.484160613,2.379237288,-4.873890234
guard,4.88,2,4,-3,5,4.636,-0.515839387,-0.620762712,-1.873890234
guards,4.3,2,5,-4,6,4.917833333,-0.515839387,0.379237288,-2.873890234
gucci,5.64,3,3,-1,5,3.4606,0.484160613,-1.620762712,0.126109766
gud,5.36,2,2,-1,3,3.008666667,-0.515839387,-2.620762712,0.126109766
gue,4.7,2,2,-1,3,5.825,-0.515839387,-2.620762712,0.126109766
guerrillas,4.28,4,7,-2,10,5.8959,1.484160613,2.379237288,-0.873890234
guess,5.64,2,3,-3,5,6.0258,-0.515839387,-1.620762712,-1.873890234
guessing,4.72,4,6,-2,8,5.732375,1.484160613,1.379237288,-0.873890234
guest,6.52,2,4,-3,5,6.5716,-0.515839387,-0.620762712,-1.873890234
guests,6.14,2,5,-4,6,6.530833333,-0.515839387,0.379237288,-2.873890234
guidance,6.56,4,6,-2,8,5.799,1.484160613,1.379237288,-0.873890234
guide,6.1,2,3,-1,5,5.7388,-0.515839387,-1.620762712,0.126109766
guidelines,5.26,4,8,0,10,6.5463,1.484160613,3.379237288,1.126109766
guiding,6.36,4,6,1,7,4.531714286,1.484160613,1.379237288,2.126109766
guild,5.48,2,4,1,5,4.0034,-0.515839387,-0.620762712,2.126109766
guilt,2.58,2,4,1,5,4.964,-0.515839387,-0.620762712,2.126109766
guilty,2.64,3,5,2,6,4.465666667,0.484160613,0.379237288,3.126109766
guitar,7.22,2,5,-2,6,5.824833333,-0.515839387,0.379237288,-0.873890234
guitars,6.74,2,6,-3,7,5.896571429,-0.515839387,1.379237288,-1.873890234
gulf,5.4,2,3,0,4,2.7565,-0.515839387,-1.620762712,1.126109766
gum,5.86,1,1,1,3,2.393,-1.515839387,-3.620762712,2.126109766
gun,2.82,1,1,1,3,3.840666667,-1.515839387,-3.620762712,2.126109766
gunna,4.58,2,2,1,5,5.2876,-0.515839387,-2.620762712,2.126109766
guns,2.98,2,2,0,4,4.46225,-0.515839387,-2.620762712,1.126109766
gurl,5.2,3,3,0,4,3.69625,0.484160613,-1.620762712,1.126109766
gusta,5.54,2,4,-3,5,5.6646,-0.515839387,-0.620762712,-1.873890234
gut,4.54,2,2,-1,3,4.609666667,-0.515839387,-2.620762712,0.126109766
guts,5.46,2,3,-2,4,5.039,-0.515839387,-1.620762712,-0.873890234
gutter,3.76,2,4,-4,6,6.929,-0.515839387,-0.620762712,-2.873890234
guy,5.92,1,1,1,3,2.249,-1.515839387,-3.620762712,2.126109766
guys,6.22,2,2,0,4,3.2685,-0.515839387,-2.620762712,1.126109766
gw,4.94,0,1,-2,2,2.1875,-2.515839387,-3.620762712,-0.873890234
gym,5.96,1,1,1,3,2.131666667,-1.515839387,-3.620762712,2.126109766
gypsy,5.31,3,4,1,5,2.8438,0.484160613,-0.620762712,2.126109766
h,4.8,0,0,1,1,6.094,-2.515839387,-4.620762712,2.126109766
ha,6,1,1,0,2,7.1305,-1.515839387,-3.620762712,1.126109766
haar,4.96,1,2,-2,4,7.10375,-1.515839387,-2.620762712,-0.873890234
hab,4.84,1,2,-1,3,5.251,-1.515839387,-2.620762712,0.126109766
haben,4.86,2,4,-1,5,7.0408,-0.515839387,-0.620762712,0.126109766
habit,5.48,3,4,-1,5,6.355,0.484160613,-0.620762712,0.126109766
habits,5.58,3,5,-2,6,6.350333333,0.484160613,0.379237288,-0.873890234
hablar,5.54,3,5,-2,6,5.655333333,0.484160613,0.379237288,-0.873890234
hace,4.98,1,2,-2,4,7.43625,-1.515839387,-2.620762712,-0.873890234
hacer,4.96,1,3,-3,5,7.1464,-1.515839387,-1.620762712,-1.873890234
had,4.74,1,2,-1,3,6.171333333,-1.515839387,-2.620762712,0.126109766
hadn,4.52,2,3,0,4,6.31575,-0.515839387,-1.620762712,1.126109766
haffi,5.14,2,3,-1,5,5.1366,-0.515839387,-1.620762712,0.126109766
hah,5.92,2,2,1,3,6.785,-0.515839387,-2.620762712,2.126109766
haha,7.64,3,3,0,4,7.1305,0.484160613,-1.620762712,1.126109766
hahah,7.3,4,4,1,5,6.9232,1.484160613,-0.620762712,2.126109766
hahaha,7.94,5,5,0,6,7.1305,2.484160613,0.379237288,1.126109766
hahahah,7.24,6,6,1,7,6.982428571,3.484160613,1.379237288,2.126109766
hahahaha,7.86,7,7,0,8,7.1305,4.484160613,2.379237288,1.126109766
hahahahaha,7.7,9,9,0,10,7.1305,6.484160613,4.379237288,1.126109766
hai,5.8,2,2,1,3,7.075666667,-0.515839387,-2.620762712,2.126109766
hail,4.96,2,3,2,4,6.313,-0.515839387,-1.620762712,3.126109766
hair,6.04,3,3,0,4,6.8035,0.484160613,-1.620762712,1.126109766
haircut,6.2,5,6,-1,7,5.972857143,2.484160613,1.379237288,0.126109766
haiti,4.06,4,4,1,5,7.4498,1.484160613,-0.620762712,2.126109766
half,4.6,3,3,0,4,5.1285,0.484160613,-1.620762712,1.126109766
halfway,5.5,4,6,-1,7,4.716428571,1.484160613,1.379237288,0.126109766
hall,5.36,2,2,2,4,5.57775,-0.515839387,-2.620762712,3.126109766
hallelujah,6.71,6,7,4,10,5.621,3.484160613,2.379237288,5.126109766
halloween,6.24,4,5,1,9,7.147888889,1.484160613,0.379237288,2.126109766
halls,5.47,3,3,1,5,5.7276,0.484160613,-1.620762712,2.126109766
halo,6.2,2,2,2,4,6.44825,-0.515839387,-2.620762712,3.126109766
ham,5.66,2,2,1,3,5.555666667,-0.515839387,-2.620762712,2.126109766
hamilton,5.64,4,7,4,8,6.37125,1.484160613,2.379237288,5.126109766
hammer,4.46,3,4,0,6,6.293666667,0.484160613,-0.620762712,1.126109766
hampshire,5.56,5,8,1,9,6.296888889,2.484160613,3.379237288,2.126109766
hampton,5.34,4,6,3,7,5.986857143,1.484160613,1.379237288,4.126109766
han,4.94,2,2,1,3,7.003333333,-0.515839387,-2.620762712,2.126109766
hand,5.9,3,3,0,4,6.31575,0.484160613,-1.620762712,1.126109766
handed,5.76,3,3,-2,6,7.036333333,0.484160613,-1.620762712,-0.873890234
handful,5.64,4,6,1,7,4.896285714,1.484160613,1.379237288,2.126109766
handle,5.54,5,5,0,6,6.998333333,2.484160613,0.379237288,1.126109766
handled,5.5,5,5,-1,7,6.606142857,2.484160613,0.379237288,0.126109766
handling,5.28,5,7,2,8,5.62725,2.484160613,2.379237288,3.126109766
hands,6,3,4,-1,5,6.318,0.484160613,-0.620762712,0.126109766
handsome,7.54,5,7,0,8,6.775625,2.484160613,2.379237288,1.126109766
handy,6.32,4,4,1,5,5.4474,1.484160613,-0.620762712,2.126109766
hang,3.86,3,3,0,4,5.75625,0.484160613,-1.620762712,1.126109766
hangin,5.25,4,5,2,6,6.123333333,1.484160613,0.379237288,3.126109766
hanging,3.82,5,6,1,7,5.536428571,2.484160613,1.379237288,2.126109766
hangover,2.92,5,7,-2,8,6.274875,2.484160613,2.379237288,-0.873890234
hangs,3.76,3,4,-1,5,5.8704,0.484160613,-0.620762712,0.126109766
hannah,5.28,4,4,2,6,7.003333333,1.484160613,-0.620762712,3.126109766
happen,5.28,4,4,2,6,6.261666667,1.484160613,-0.620762712,3.126109766
happened,5.02,5,5,0,8,6.815625,2.484160613,0.379237288,1.126109766
happening,5.72,5,7,3,9,5.922222222,2.484160613,2.379237288,4.126109766
happens,5.2,5,5,1,7,6.271,2.484160613,0.379237288,2.126109766
happiness,8.44,3,6,1,9,6.354444444,0.484160613,1.379237288,2.126109766
happy,8.3,2,3,3,5,4.0186,-0.515839387,-1.620762712,4.126109766
har,4.68,1,2,-1,3,6.749333333,-1.515839387,-2.620762712,0.126109766
harbor,6.06,3,4,-2,6,5.872333333,0.484160613,-0.620762712,-0.873890234
hard,4.1,1,3,-2,4,6.12525,-1.515839387,-1.620762712,-0.873890234
hardcore,5.18,3,6,-4,8,6.684875,0.484160613,1.379237288,-2.873890234
harder,4.44,1,4,-4,6,7.198333333,-1.515839387,-0.620762712,-2.873890234
hardest,3.82,1,5,-5,7,7.512285714,-1.515839387,0.379237288,-3.873890234
hardly,3.98,2,5,0,6,5.083333333,-0.515839387,0.379237288,1.126109766
hari,5.16,2,3,0,4,6.8035,-0.515839387,-1.620762712,1.126109766
harlem,5.04,4,5,0,6,6.5635,1.484160613,0.379237288,1.126109766
harm,2.54,2,3,0,4,5.6635,-0.515839387,-1.620762712,1.126109766
harmony,7,2,5,3,7,5.554857143,-0.515839387,0.379237288,4.126109766
harold,5.34,3,4,0,6,6.0055,0.484160613,-0.620762712,1.126109766
harriet,5.28,3,5,-3,7,7.851285714,0.484160613,0.379237288,-1.873890234
harris,4.84,3,4,-2,6,6.588,0.484160613,-0.620762712,-0.873890234
harrison,5.14,4,6,0,8,6.723,1.484160613,1.379237288,1.126109766
harry,5.24,2,3,-1,5,5.6418,-0.515839387,-1.620762712,0.126109766
hart,5.08,1,2,-2,4,7.326,-1.515839387,-2.620762712,-0.873890234
hartford,5.22,3,5,-4,8,6.159875,0.484160613,0.379237288,-2.873890234
harvard,5.92,1,5,-5,7,5.661857143,-1.515839387,0.379237288,-3.873890234
harvey,5.28,2,4,-2,6,5.983666667,-0.515839387,-0.620762712,-0.873890234
has,5.18,1,2,-1,3,6.862666667,-1.515839387,-2.620762712,0.126109766
hast,4.92,1,3,-2,4,7.411,-1.515839387,-1.620762712,-0.873890234
hasta,5.18,1,4,-3,5,7.5622,-1.515839387,-0.620762712,-1.873890234
hat,5.7,1,2,-1,3,7.772333333,-1.515839387,-2.620762712,0.126109766
hate,2.34,1,3,-2,4,9.00475,-1.515839387,-1.620762712,-0.873890234
hated,2.14,1,3,-3,5,8.0544,-1.515839387,-1.620762712,-1.873890234
hater,2.84,1,4,-3,5,8.4012,-1.515839387,-0.620762712,-1.873890234
haters,2.48,1,5,-4,6,8.0555,-1.515839387,0.379237288,-2.873890234
hates,2.06,1,4,-3,5,8.4692,-1.515839387,-0.620762712,-1.873890234
hath,4.86,2,3,0,4,7.35275,-0.515839387,-1.620762712,1.126109766
hatin,3.84,2,4,1,5,7.4064,-0.515839387,-0.620762712,2.126109766
hating,2.44,3,5,0,6,6.507833333,0.484160613,0.379237288,1.126109766
hatred,2.22,1,3,-4,6,7.709833333,-1.515839387,-1.620762712,-2.873890234
hats,6.41,1,3,-2,4,7.411,-1.515839387,-1.620762712,-0.873890234
haunt,3.62,3,3,1,5,6.5648,0.484160613,-1.620762712,2.126109766
haunted,3.54,3,4,-1,7,7.111285714,0.484160613,-0.620762712,0.126109766
haunting,3.38,5,6,2,8,6.06925,2.484160613,1.379237288,3.126109766
hav,5.04,1,2,-1,3,5.079666667,-1.515839387,-2.620762712,0.126109766
have,5.82,1,3,-2,4,6.98525,-1.515839387,-1.620762712,-0.873890234
haven,6.54,2,4,-1,5,6.938,-0.515839387,-0.620762712,0.126109766
havent,4.14,3,5,-2,6,7.291,0.484160613,0.379237288,-0.873890234
havin,5.14,2,4,1,5,5.7908,-0.515839387,-0.620762712,2.126109766
having,5.78,3,5,0,6,5.1615,0.484160613,0.379237288,1.126109766
havoc,3.04,3,4,-1,5,5.1056,0.484160613,-0.620762712,0.126109766
hawaii,7.02,2,4,0,6,6.453333333,-0.515839387,-0.620762712,1.126109766
hay,5.36,2,2,1,3,5.411666667,-0.515839387,-2.620762712,2.126109766
haze,4.44,1,2,-2,4,6.75925,-1.515839387,-2.620762712,-0.873890234
hazy,4.58,2,2,0,4,4.07725,-0.515839387,-2.620762712,1.126109766
hd,5.78,1,1,0,2,5.1735,-1.515839387,-3.620762712,1.126109766
he,5.42,1,1,0,2,9.398,-1.515839387,-3.620762712,1.126109766
head,5.96,1,3,-2,4,7.804,-1.515839387,-1.620762712,-0.873890234
headache,1.98,3,7,-4,8,7.620125,0.484160613,2.379237288,-2.873890234
headed,5.8,1,3,-4,6,8.0285,-1.515839387,-1.620762712,-2.873890234
heading,5.62,3,6,-1,7,6.706571429,0.484160613,1.379237288,0.126109766
headline,5.52,3,7,0,8,7.70725,0.484160613,2.379237288,1.126109766
headphones,6.3,3,9,0,10,7.2524,0.484160613,4.379237288,1.126109766
headquarters,5.4,3,10,-8,12,6.857916667,0.484160613,5.379237288,-6.873890234
heads,5.64,1,4,-3,5,7.5086,-1.515839387,-0.620762712,-1.873890234
heal,6.82,2,3,0,4,7.747,-0.515839387,-1.620762712,1.126109766
healing,6.92,3,6,1,7,6.674,0.484160613,1.379237288,2.126109766
health,7.22,4,5,0,6,7.689666667,1.484160613,0.379237288,1.126109766
healthcare,5.4,5,9,-4,10,7.5776,2.484160613,4.379237288,-2.873890234
healthy,8.02,4,5,1,7,6.873142857,1.484160613,0.379237288,2.126109766
hear,5.84,1,3,-2,4,8.2375,-1.515839387,-1.620762712,-0.873890234
heard,5.36,1,4,-3,5,7.4406,-1.515839387,-0.620762712,-1.873890234
hearing,5.82,3,6,-1,7,6.954285714,0.484160613,1.379237288,0.126109766
hearings,4.4,3,7,-2,8,6.875875,0.484160613,2.379237288,-0.873890234
hears,5.71,1,4,-3,5,7.8554,-1.515839387,-0.620762712,-1.873890234
heart,7.22,1,3,-3,5,8.4012,-1.515839387,-1.620762712,-1.873890234
heartache,2.28,3,7,-5,9,7.972333333,0.484160613,2.379237288,-3.873890234
heartaches,2.63,3,8,-6,10,7.8078,0.484160613,3.379237288,-4.873890234
heartbeat,6.78,1,6,-7,9,8.158111111,-1.515839387,1.379237288,-5.873890234
heartbreak,2.11,2,6,-6,10,7.1126,-0.515839387,1.379237288,-4.873890234
heartbreaker,2.72,3,8,-8,12,7.484583333,0.484160613,3.379237288,-6.873890234
hearted,6.41,1,4,-5,7,8.423,-1.515839387,-0.620762712,-3.873890234
heartfelt,6.62,3,6,-5,9,7.779666667,0.484160613,1.379237288,-3.873890234
hearts,7.26,1,4,-4,6,8.0555,-1.515839387,-0.620762712,-2.873890234
heat,4.16,1,3,-2,4,9.00475,-1.515839387,-1.620762712,-0.873890234
heather,5.62,3,6,-3,7,8.686,0.484160613,1.379237288,-1.873890234
heating,6,3,6,-1,7,7.392714286,0.484160613,1.379237288,0.126109766
heaven,7.86,2,5,-2,6,7.898666667,-0.515839387,0.379237288,-0.873890234
heavenly,7.38,2,7,0,8,6.673875,-0.515839387,2.379237288,1.126109766
heavens,7.51,3,6,-3,7,7.674142857,0.484160613,1.379237288,-1.873890234
heavily,4.74,2,6,1,7,5.843714286,-0.515839387,1.379237288,2.126109766
heavy,4.1,2,4,-1,5,5.983,-0.515839387,-0.620762712,0.126109766
heb,4.64,1,2,-1,3,6.762666667,-1.515839387,-2.620762712,0.126109766
hebrew,5.2,1,4,-4,6,6.8895,-1.515839387,-0.620762712,-2.873890234
heck,4.48,2,2,0,4,5.5875,-0.515839387,-2.620762712,1.126109766
hee,5.4,1,1,-1,3,10.49933333,-1.515839387,-3.620762712,0.126109766
heed,5.31,1,1,-2,4,8.93775,-1.515839387,-3.620762712,-0.873890234
heeft,5.02,1,2,-3,5,8.5564,-1.515839387,-2.620762712,-1.873890234
heel,5.29,2,2,0,4,8.88075,-0.515839387,-2.620762712,1.126109766
heels,5.96,3,3,-1,5,8.37,0.484160613,-1.620762712,0.126109766
heh,5.98,2,2,1,3,8.296666667,-0.515839387,-2.620762712,2.126109766
hehe,6.48,3,3,0,4,9.398,0.484160613,-1.620762712,1.126109766
hehehe,7.06,5,5,0,6,9.398,2.484160613,0.379237288,1.126109766
height,5.65,5,5,0,6,7.1545,2.484160613,0.379237288,1.126109766
heights,5.64,5,6,-1,7,7.036285714,2.484160613,1.379237288,0.126109766
held,5.28,3,3,0,4,6.7685,0.484160613,-1.620762712,1.126109766
helen,5.46,4,4,1,5,8.4544,1.484160613,-0.620762712,2.126109766
hell,2.22,2,2,2,4,6.7115,-0.515839387,-2.620762712,3.126109766
hella,4.7,3,3,1,5,7.0026,0.484160613,-1.620762712,2.126109766
hello,7,2,2,3,5,6.8706,-0.515839387,-2.620762712,4.126109766
help,6.08,2,3,2,4,6.1875,-0.515839387,-1.620762712,3.126109766
helped,7.28,3,4,0,6,6.950833333,0.484160613,-0.620762712,1.126109766
helpful,7.24,4,6,3,7,4.823,1.484160613,1.379237288,4.126109766
helping,7.18,3,6,3,7,5.782857143,0.484160613,1.379237288,4.126109766
helpless,3.29,3,6,0,8,6.766375,0.484160613,1.379237288,1.126109766
helps,6.6,3,4,1,5,6.2154,0.484160613,-0.620762712,2.126109766
hem,5.37,2,2,1,3,7.067333333,-0.515839387,-2.620762712,2.126109766
hence,4.98,3,3,-1,5,8.2058,0.484160613,-1.620762712,0.126109766
henry,5.14,4,4,1,5,6.7012,1.484160613,-0.620762712,2.126109766
her,5.84,1,2,-1,3,8.261,-1.515839387,-2.620762712,0.126109766
herb,6.49,1,2,-2,4,6.56875,-1.515839387,-2.620762712,-0.873890234
herbert,5,1,4,-5,7,7.717142857,-1.515839387,-0.620762712,-3.873890234
here,5.48,1,3,-2,4,9.37125,-1.515839387,-1.620762712,-0.873890234
heritage,6.68,3,7,-4,8,7.961125,0.484160613,2.379237288,-2.873890234
herman,4.88,4,5,0,6,7.0175,1.484160613,0.379237288,1.126109766
hero,7.8,2,3,0,4,8.0725,-0.515839387,-1.620762712,1.126109766
heroes,7.16,3,5,-2,6,8.553166667,0.484160613,0.379237288,-0.873890234
herself,6.1,3,6,-3,7,7.152142857,0.484160613,1.379237288,-1.873890234
herz,5.04,1,3,-2,4,6.21425,-1.515839387,-1.620762712,-0.873890234
hes,4.82,1,2,-1,3,8.374333333,-1.515839387,-2.620762712,0.126109766
hesitate,4.33,3,7,-4,8,8.88375,0.484160613,2.379237288,-2.873890234
het,4.88,1,2,-1,3,9.284,-1.515839387,-2.620762712,0.126109766
heute,4.9,3,4,-1,5,8.6624,0.484160613,-0.620762712,0.126109766
hey,6.06,2,2,1,3,6.923333333,-0.515839387,-2.620762712,2.126109766
hi,6.74,0,1,2,2,6.53,-2.515839387,-3.620762712,3.126109766
hid,4.82,1,2,1,3,5.771,-1.515839387,-2.620762712,2.126109766
hidden,4.48,2,3,0,6,6.836166667,-0.515839387,-1.620762712,1.126109766
hide,4.36,1,2,0,4,7.50375,-1.515839387,-2.620762712,1.126109766
hides,4.42,1,3,-1,5,7.2684,-1.515839387,-1.620762712,0.126109766
hiding,4.34,3,5,2,6,5.507166667,0.484160613,0.379237288,3.126109766
hier,5.58,1,3,0,4,7.93725,-1.515839387,-1.620762712,1.126109766
hierarchy,5.12,2,7,-1,9,6.305888889,-0.515839387,2.379237288,0.126109766
high,6.64,2,3,2,4,5.29225,-0.515839387,-1.620762712,3.126109766
higher,6.46,3,5,0,6,6.643,0.484160613,0.379237288,1.126109766
highest,6.8,3,6,-1,7,7.036285714,0.484160613,1.379237288,0.126109766
highly,6.6,2,5,4,6,4.528,-0.515839387,0.379237288,5.126109766
highway,5.48,4,6,1,7,4.81,1.484160613,1.379237288,2.126109766
hij,5.08,0,2,3,3,4.404333333,-2.515839387,-2.620762712,4.126109766
hilarious,7.5,3,8,3,9,6.088555556,0.484160613,3.379237288,4.126109766
hill,5.98,0,2,4,4,5.2775,-2.515839387,-2.620762712,5.126109766
hillary,5.12,2,5,3,7,5.319714286,-0.515839387,0.379237288,4.126109766
hills,6.4,1,3,3,5,5.4874,-1.515839387,-1.620762712,4.126109766
him,5.54,0,2,3,3,5.155333333,-2.515839387,-2.620762712,4.126109766
himself,5.42,3,6,1,7,5.821142857,0.484160613,1.379237288,2.126109766
hindu,5.69,2,4,3,5,5.364,-0.515839387,-0.620762712,4.126109766
hint,6.04,1,3,2,4,7.21625,-1.515839387,-1.620762712,3.126109766
hip,5.88,0,2,3,3,4.996333333,-2.515839387,-2.620762712,4.126109766
hips,5.58,1,3,2,4,5.329,-1.515839387,-1.620762712,3.126109766
hire,6.5,1,3,0,4,7.93725,-1.515839387,-1.620762712,1.126109766
hired,6.7,1,3,-1,5,7.2004,-1.515839387,-1.620762712,0.126109766
hiring,6.34,3,5,2,6,5.796166667,0.484160613,0.379237288,3.126109766
his,5.56,1,2,1,3,6.462333333,-1.515839387,-2.620762712,2.126109766
hispanic,5.26,5,7,2,8,5.7475,2.484160613,2.379237288,3.126109766
historian,6.06,6,8,1,9,7.091,3.484160613,3.379237288,2.126109766
historians,5.6,7,9,0,10,7.0146,4.484160613,4.379237288,1.126109766
historic,5.92,5,7,0,8,6.460625,2.484160613,2.379237288,1.126109766
historical,5.76,6,9,0,10,6.3877,3.484160613,4.379237288,1.126109766
history,5.84,4,6,1,7,6.273,1.484160613,1.379237288,2.126109766
hit,4.58,1,2,1,3,7.372,-1.515839387,-2.620762712,2.126109766
hitherto,5.29,4,6,0,8,7.93275,1.484160613,1.379237288,1.126109766
hits,4.98,1,3,0,4,7.11075,-1.515839387,-1.620762712,1.126109766
hittin,4.12,2,4,2,6,7.481166667,-0.515839387,-0.620762712,3.126109766
hitting,3.68,3,5,1,7,6.700285714,0.484160613,0.379237288,2.126109766
hm,4.84,0,0,2,2,4.25,-2.515839387,-4.620762712,3.126109766
hmm,5.04,0,0,3,3,3.635333333,-2.515839387,-4.620762712,4.126109766
hmmm,5.14,0,0,4,4,3.328,-2.515839387,-4.620762712,5.126109766
hmmmm,5.26,0,0,5,5,3.1436,-2.515839387,-4.620762712,6.126109766
ho,4.34,0,1,2,2,6.8005,-2.515839387,-3.620762712,3.126109766
hockey,5.42,4,5,2,6,5.305166667,1.484160613,0.379237288,3.126109766
hoe,4.56,1,2,1,3,8.767666667,-1.515839387,-2.620762712,2.126109766
hoes,4.98,1,3,0,4,8.1575,-1.515839387,-1.620762712,1.126109766
hoffman,5.32,4,5,1,7,5.054142857,1.484160613,0.379237288,2.126109766
hoje,4.82,1,3,2,4,6.614,-1.515839387,-1.620762712,3.126109766
hold,5.7,1,2,2,4,5.46975,-1.515839387,-2.620762712,3.126109766
holdin,5.27,2,4,4,6,5.932333333,-0.515839387,-0.620762712,5.126109766
holding,5.64,3,5,3,7,5.372714286,0.484160613,0.379237288,4.126109766
holdings,5.54,3,6,2,8,5.492,0.484160613,1.379237288,3.126109766
holds,5.4,1,3,1,5,5.6412,-1.515839387,-1.620762712,2.126109766
hole,4.66,1,2,2,4,7.582,-1.515839387,-2.620762712,3.126109766
holes,4.62,1,3,1,5,7.331,-1.515839387,-1.620762712,2.126109766
holiday,7.68,2,5,3,7,5.569428571,-0.515839387,0.379237288,4.126109766
holidays,7.96,3,6,2,8,5.664125,0.484160613,1.379237288,3.126109766
holla,5.28,1,2,3,5,5.9636,-1.515839387,-2.620762712,4.126109766
holland,6.24,3,4,3,7,5.831428571,0.484160613,-0.620762712,4.126109766
holler,4.62,1,3,2,6,6.723333333,-1.515839387,-1.620762712,3.126109766
hollow,4.04,1,2,4,6,5.253,-1.515839387,-2.620762712,5.126109766
hollywood,6.34,3,5,5,9,5.028,0.484160613,0.379237288,6.126109766
